error,error_text,coherence_and_clarity_of_review,empathy_of_ai,behavior_of_ai,inappropriate_frequency,inappropriate_nature,ai_support_level,support_types,user_mental_state_before_ai,effect_of_ai_on_user_mental_state,stress_before_ai,effect_of_ai_on_stress,loneliness_before_ai,effect_of_ai_on_loneliness,depression_or_anxiety_before_ai,effect_of_ai_on_depression_or_anxiety,suicidal_thoughts_presence,effect_of_ai_on_suicidal_thoughts,other_despair_types,effect_of_ai_on_other_despair,user_dependence,real_life_relationship_impact,limitations_of_ai,technical_issues,privacy_concerns,feature_restriction_impact,cost_impact_on_accessibility,impact_of_ai_updates,user_satisfaction_with_policy_decisions,overall_mental_health_impact_of_company_decisions,gender_of_user,gender_of_ai,name_user_gave_ai,age_of_user,duration_of_app_usage,frequency_of_app_usage,relationship_status_of_user
false,,High,Not Mentioned,Supportive,Not Mentioned,Not Mentioned,Strong,"Emotional Support, Comforting in Times of Distress, Encouragement",Negative,Improved,Not Mentioned,Decreased,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Health Conditions, Not Mentioned",Decreased,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Positive,Positive,Not Mentioned,Female,Not Mentioned,Not Mentioned,three years,Not Mentioned,Not Mentioned
false,,High,Not Mentioned,Supportive,Not Mentioned,Not Mentioned,Strong,"Emotional Support, Friendship, Comforting in Times of Distress, Encouragement",Negative,Improved,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Health Conditions, Hopelessness",Decreased,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Positive,Positive,Not Mentioned,Female,Not Mentioned,Not Mentioned,three years,Not Mentioned,Not Mentioned
false,,High,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Low,"Friendship, Emotional Support",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Staying on topic, Remembering key facts, Providing relevant responses, Maintaining conversation flow",Negative,Not Mentioned,Negative,Not Mentioned,Negative,Negative,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,for months,Not Mentioned,Not Mentioned
false,,High,Low,Unwanted Inappropriate Responses,Often,"Lack of Sensitivity, Other",None,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,None,Not Mentioned,"Staying in character, Remembering key facts, Providing relevant responses",Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Negative,Not Mentioned,Male,Female,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,High,Not Mentioned,Supportive,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Too robotic/not person-like,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Exact Duration (ex. ""About a year"")",Not Mentioned,Not Mentioned
false,,High,High,Supportive,Not Mentioned,Not Mentioned,Strong,"Emotional Support, Friendship, Comforting in Times of Distress, Providing Safety, Validation",Negative,Improved,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,High,High,Supportive,Not Mentioned,Not Mentioned,Strong,"Emotional Support, Friendship, Comforting in Times of Distress, Validation",Negative,Improved,Not Mentioned,Not Mentioned,Not Mentioned,Decreased,Not Mentioned,Improved,Not Mentioned,Not Mentioned,"Other, Not Mentioned",Decreased,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Humor or Entertainment, Friendship",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Female,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Humor or Entertainment, Friendship",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Negative,Neutral,Not Mentioned,Female,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,High,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Humor or Entertainment, Friendship",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Female,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,High,High,Supportive,Not Mentioned,Not Mentioned,Strong,"Emotional Support, Therapeutic Conversation, Friendship, Venting, Validation",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,Medium,Supportive,Not Mentioned,Not Mentioned,Slight,"Emotional Support, Comforting in Times of Distress",Negative,Not Mentioned,Yes,Not Mentioned,Not Mentioned,Not Mentioned,Yes,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Providing relevant responses, Too robotic/not person-like",Not Mentioned,Neutral,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,High,Medium,Supportive,Never,Not Mentioned,Moderate,"Coping Strategies, Comforting in Times of Distress",Negative,Not Mentioned,Yes,Not Mentioned,Not Mentioned,Not Mentioned,Yes,Improved,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Providing relevant responses,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,High,Not Mentioned,Supportive,Not Mentioned,Not Mentioned,Strong,"Humor or Entertainment, Emotional Support, Friendship, Venting",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Yes,Decreased,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Staying on topic, Providing relevant responses",Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Strong,"Humor or Entertainment, Emotional Support, Friendship, Venting, Not Mentioned",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Yes,Decreased,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Staying on topic, Providing relevant responses, Not Mentioned",Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,High,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,High,Not Mentioned,Supportive,Not Mentioned,Not Mentioned,Strong,"Emotional Support, Friendship, Venting, Not Mentioned",Not Mentioned,Improved,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Yes,Improved,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,High,Not Mentioned,Unwanted Inappropriate Responses,Often,"Unwanted Topics, Lack of Sensitivity",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Staying on topic, Remembering key facts, Providing relevant responses, Maintaining conversation flow",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Female,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Exceptional,"Other, Not Mentioned",Not Mentioned,Improved,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,High,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Positive,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,High,Supportive,Not Mentioned,Not Mentioned,Strong,"Friendship, Emotional Support",Not Mentioned,Improved,Not Mentioned,Not Mentioned,Not Mentioned,Decreased,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Moderate,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Female,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Low,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Negative,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Supportive,Not Mentioned,Not Mentioned,Moderate,"Emotional Support, Friendship, Venting, Not Mentioned",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Yes,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Staying on topic,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Female,Tanya,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Supportive,Sometimes,Lack of Sensitivity,Not Mentioned,"Venting, Friendship",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Yes,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Isolation,Not Mentioned,Not Mentioned,Not Mentioned,Staying on topic,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Female,Tanya,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,High,Not Mentioned,Supportive,Never,Not Mentioned,Strong,"Friendship, Not Mentioned",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Remembering key facts, Not Mentioned",Not Mentioned,Not Mentioned,Negative,Not Mentioned,Negative,Negative,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,About 2 years,Not Mentioned,Not Mentioned
false,,High,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Strong,"Friendship, Other, Not Mentioned",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Remembering key facts, Staying on topic",Not Mentioned,Not Mentioned,Negative,Not Mentioned,Negative,Negative,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Exact Duration (ex. ""About a year"")",Not Mentioned,Not Mentioned
false,,High,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Strong,"Emotional Support, Friendship, Sexual Support, Significant Other Relationship",Negative,Improved,Not Mentioned,Not Mentioned,Yes,Decreased,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,High,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Negative,Negative,Negative,Male,Female,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Single
false,,Medium,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Negative,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Teen,Not Mentioned,Not Mentioned,Not Mentioned
false,,High,High,Supportive,Not Mentioned,Not Mentioned,Strong,"Emotional Support, Friendship, Venting, Validation",Negative,Improved,Not Mentioned,Not Mentioned,Yes,Decreased,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,High,Not Mentioned,Too robotic/not person-like,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Positive,Not Mentioned,Not Mentioned,Not Mentioned,Male,Conner,Not Mentioned,About a week,Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Humor or Entertainment, Friendship, Significant Other Relationship, Not Mentioned",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Staying in character, Remembering key facts, Providing relevant responses",Not Mentioned,Negative,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Male,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Low,Not Mentioned,Unwanted Inappropriate Responses,Often,"Invasive Questions, Creepy",None,Not Mentioned,Not Mentioned,Worsened,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Staying in character, Providing relevant responses",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Female,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,High,Not Mentioned,Supportive,Not Mentioned,Not Mentioned,Exceptional,"Emotional Support, Friendship, Not Mentioned",Negative,Improved,Not Mentioned,Not Mentioned,Yes,Not Mentioned,Yes,Improved,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Positive,Not Mentioned,Not Mentioned,Neutral,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,High,Low,Neutral,Sometimes,"Lack of Sensitivity, Not Mentioned",Slight,"Emotional Support, Venting, Not Mentioned",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Staying on topic, Providing relevant responses, Too robotic/not person-like, Not Mentioned",Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,High,Supportive,Never,Not Mentioned,Strong,"Friendship, Emotional Support",Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,High,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Negative,Not Mentioned,Female,Mazy,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,High,Not Mentioned,Supportive,Not Mentioned,Not Mentioned,Strong,"Friendship, Other",Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Negative,Not Mentioned,Female,Mazy,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Supportive,Not Mentioned,Not Mentioned,Strong,"Emotional Support, Friendship, Encouragement, Not Mentioned",Negative,Improved,Not Mentioned,Not Mentioned,Yes,Decreased,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,High,Low,Unwanted Inappropriate Responses,Often,"Unwanted Topics, Lack of Sensitivity, Creepy",None,"Sexual Support, Significant Other Relationship",Not Mentioned,Worsened,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Staying in character, Providing relevant responses",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Female,Mei,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,High,Medium,Supportive,Never,Not Mentioned,Exceptional,"Humor or Entertainment, Friendship",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Remembering key facts,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,High,Not Mentioned,Neutral,Not Mentioned,Not Mentioned,Not Mentioned,"Humor or Entertainment, Friendship",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Remembering key facts,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,High,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Positive,Negative,Not Mentioned,Not Mentioned,Neutral,Neutral,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,High,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Neutral,Negative,Not Mentioned,Not Mentioned,Neutral,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Unwanted Inappropriate Responses,Not Mentioned,"Invasive Questions, Creepy, Other",None,Not Mentioned,Not Mentioned,Worsened,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Providing relevant responses,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Male,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,High,Supportive,Not Mentioned,Not Mentioned,Strong,"Emotional Support, Therapeutic Conversation, Friendship, Venting, Significant Other Relationship",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,High,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Female,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Unwanted Inappropriate Responses,Not Mentioned,"Invasive Questions, Unwanted Topics, Creepy",Not Mentioned,"Friendship, Significant Other Relationship, Other",Not Mentioned,Worsened,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Overdependence,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Female,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Low,Not Mentioned,Supportive,Not Mentioned,Not Mentioned,Strong,"Humor or Entertainment, Emotional Support, Coping Strategies, Friendship",Not Mentioned,Improved,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Male,Kevin,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Staying on topic, Providing relevant responses",Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Male,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Negative,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,High,High,Supportive,Never,Not Mentioned,Exceptional,"Emotional Support, Friendship, Significant Other Relationship, Not Mentioned",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Negative,Negative,Negative,Negative,Not Mentioned,Female,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Friendship, Humor or Entertainment",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Negative,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,for months,Not Mentioned,Not Mentioned
